iter	Logloss
300	0.3179800527
301	0.3173437437
302	0.3165322913
303	0.31583828
304	0.3155786553
305	0.3148723538
306	0.3142964225
307	0.3135771274
308	0.313199924
309	0.3124170429
310	0.3117290637
311	0.3110051392
312	0.3104291312
313	0.3096999851
314	0.3090244681
315	0.3082690581
316	0.3076771381
317	0.3070329314
318	0.3063831053
319	0.3057467891
320	0.3050376665
321	0.3043523388
322	0.3036714545
323	0.3033444518
324	0.3027912523
325	0.3021028698
326	0.3016374461
327	0.301095292
328	0.3005324306
329	0.2997997252
330	0.2992798627
331	0.2987966614
332	0.2981986898
333	0.2974516027
334	0.2968325057
335	0.2961804695
336	0.2956369348
337	0.2949424195
338	0.2946351427
339	0.2940096508
340	0.2933140999
341	0.2924937019
342	0.291915718
343	0.2913147245
344	0.2904323965
345	0.2898781792
346	0.2892902639
347	0.288802709
348	0.2881496841
349	0.2875754702
350	0.2869468669
351	0.2862589729
352	0.2857055771
353	0.2850341554
354	0.2843364972
355	0.2837874476
356	0.2831745574
357	0.2826952387
358	0.2821982883
359	0.2816538402
360	0.2809881226
361	0.2805482247
362	0.2800093847
363	0.279416999
364	0.2787934239
365	0.2781412388
366	0.2776882408
367	0.2769848678
368	0.2766050101
369	0.2760133853
370	0.2755414523
371	0.2748212852
372	0.2741371881
373	0.2736798919
374	0.273060945
375	0.2725924205
376	0.2720850526
377	0.2715937514
378	0.2709573429
379	0.2703413151
380	0.2698525229
381	0.2693220298
382	0.2688071729
383	0.2682850385
384	0.2678270073
385	0.2673085426
386	0.266755409
387	0.2659855021
388	0.265535264
389	0.2650134121
390	0.2646238147
391	0.2642188757
392	0.2639597024
393	0.2635139699
394	0.2629476577
395	0.2624542246
396	0.2619252099
397	0.2614011291
398	0.2608364778
399	0.2603140198
400	0.259713623
401	0.2592277182
402	0.2587788246
403	0.258317848
404	0.2578840655
405	0.2572589018
406	0.2566188973
407	0.2562398116
408	0.2555904576
409	0.2551851433
410	0.2546627497
411	0.2542746561
412	0.2538249729
413	0.2532405292
414	0.2527632987
415	0.252213396
416	0.2519320083
417	0.2513899099
418	0.2508917695
419	0.250458364
420	0.2500189688
421	0.2494897948
422	0.2489214278
423	0.2483487747
424	0.2479117245
425	0.247522335
426	0.247024517
427	0.2466161869
428	0.246385297
429	0.2460038238
430	0.2454678732
431	0.2450966811
432	0.2446214771
433	0.2441438991
434	0.24371465
435	0.243190596
436	0.2426630329
437	0.2422537953
438	0.2417096597
439	0.2413988426
440	0.2409019904
441	0.2403729784
442	0.2399592623
443	0.2394649544
444	0.2389943814
445	0.2385468273
446	0.2380011783
447	0.2376970188
448	0.2372300561
449	0.236598325
450	0.2362422171
451	0.2357618144
452	0.2354441299
453	0.2350505127
454	0.2346659279
455	0.2343193181
456	0.2338698769
457	0.2333756409
458	0.2328136517
459	0.2323895102
460	0.2318522811
461	0.231487975
462	0.2310254367
463	0.2306354284
464	0.2301947549
465	0.2297114173
466	0.2292639864
467	0.228834775
468	0.2284567981
469	0.228107662
470	0.2276614755
471	0.2273198606
472	0.2270236927
473	0.226590347
474	0.2262442205
475	0.2257995093
476	0.225400509
477	0.2249787632
478	0.2246193878
479	0.2243134769
480	0.2240506348
481	0.2236584807
482	0.2233751051
483	0.2230313991
484	0.2226366821
485	0.2223015566
486	0.2219138641
487	0.2214427151
488	0.2209392419
489	0.2206201931
490	0.2201969723
491	0.219930885
492	0.2195587306
493	0.2192014949
494	0.2188574383
495	0.2184121665
496	0.2179562104
497	0.2175084624
498	0.2171596037
499	0.2167880827
500	0.2163490067
501	0.2159803817
502	0.2156066075
503	0.2151363021
504	0.2147279893
505	0.214292691
506	0.2139548493
507	0.2135676068
508	0.2131671577
509	0.2127531969
510	0.2124431533
511	0.2119952729
512	0.2116081887
513	0.2111750057
514	0.2107629543
515	0.2104010323
516	0.2100773348
517	0.2095302429
518	0.2091156875
519	0.208806328
520	0.2084327836
521	0.2080868983
522	0.207617364
523	0.2073144079
524	0.2069437873
525	0.2066569459
526	0.2063603986
527	0.2059424907
528	0.205608116
529	0.205177705
530	0.2048230394
531	0.2045770578
532	0.2041928319
533	0.2039042763
534	0.2035807085
535	0.2031458967
536	0.2027433518
537	0.2023790309
538	0.2021292491
539	0.2017271371
540	0.2014620964
541	0.2010882354
542	0.2008183441
543	0.2005145978
544	0.2001484295
545	0.1997885102
546	0.1993325709
547	0.199006995
548	0.1986165849
549	0.1982935835
550	0.197845866
551	0.1974225971
552	0.1970758755
553	0.1969033831
554	0.1965046456
555	0.1962459685
556	0.1960247906
557	0.1958673345
558	0.195578559
559	0.1952762044
560	0.1950103088
561	0.1947137266
562	0.1944316847
563	0.1941395861
564	0.1937439547
565	0.193377333
566	0.1930519334
567	0.1927649967
568	0.1924948373
569	0.1921532307
570	0.1917813848
571	0.1914926927
572	0.1913477367
573	0.1910524628
574	0.1907273939
575	0.1904390925
576	0.1901118783
577	0.1899143522
578	0.1896053816
579	0.1892758845
580	0.1889870748
581	0.1887133435
582	0.1883897907
583	0.1881028536
584	0.1878853938
585	0.1875039072
586	0.1871782266
587	0.1868890231
588	0.1865413549
589	0.1862953513
590	0.1859194033
591	0.1856142656
592	0.1853480999
593	0.1850903122
594	0.1847732291
595	0.1845807663
596	0.1843029654
597	0.1840477282
598	0.1837033759
599	0.1833169754
600	0.1831321777
601	0.1827902169
602	0.1825440813
603	0.1821965429
604	0.1819393094
605	0.1816965563
606	0.1814255985
607	0.181117238
608	0.1808615158
609	0.180473993
610	0.1801608611
611	0.1798895087
612	0.1795971179
613	0.1792937198
614	0.1789860733
615	0.1786887212
616	0.1784371292
617	0.1781596594
618	0.1778972847
619	0.1776620882
620	0.177396723
621	0.1770201516
622	0.1768064941
623	0.1764949244
624	0.1762124207
625	0.1759513567
626	0.1756289065
627	0.1752588824
628	0.1749847147
629	0.1747679872
630	0.1744756396
631	0.1741818207
632	0.1738764935
633	0.1735465764
634	0.1731900591
635	0.1729435536
636	0.1726493192
637	0.1723781275
638	0.1721296376
639	0.1718574159
640	0.1716380713
641	0.1714054384
642	0.1710644672
643	0.1708263363
644	0.1705019842
645	0.1702405327
646	0.1699487765
647	0.1697400648
648	0.1694436737
649	0.1692019272
650	0.1688979281
651	0.1686350818
652	0.1683884166
653	0.1680837187
654	0.1678061099
655	0.1675536302
656	0.1672613182
657	0.1670783608
658	0.1669132191
659	0.1666089431
660	0.1663841877
661	0.1661282345
662	0.1658121708
663	0.1655229046
664	0.1652962542
665	0.1650501012
666	0.1647870439
667	0.1645761641
668	0.1643771754
669	0.1641502253
670	0.1638287576
671	0.1636034987
672	0.1633782972
673	0.1631202882
674	0.1628464142
675	0.1626336393
676	0.1623641495
677	0.1622615985
678	0.1619992687
679	0.1617259182
680	0.1615265643
681	0.1612686335
682	0.1610315169
683	0.1608326883
684	0.1606005925
685	0.1603240913
686	0.1600941427
687	0.1598985843
688	0.159621849
689	0.1594104864
690	0.1592048332
691	0.1589826301
692	0.1587272419
693	0.1585171522
694	0.1583064007
695	0.1580194816
696	0.1577779292
697	0.1575593619
698	0.1573972781
699	0.1571376134
700	0.1569317461
701	0.1566538592
702	0.1564054682
703	0.1562059358
704	0.1559450304
705	0.1557015165
706	0.1555310434
707	0.1552065118
708	0.1549810767
709	0.1547661385
710	0.1545254665
711	0.1542634533
712	0.1540225404
713	0.1538478577
714	0.1536267296
715	0.1534155354
716	0.153237628
717	0.153008944
718	0.152673292
719	0.1524478979
720	0.1521529684
721	0.1518736872
722	0.151681909
723	0.1514038639
724	0.1511289354
725	0.1509322658
726	0.1506591643
727	0.150390718
728	0.1502417679
729	0.1499939297
730	0.1497672866
731	0.1495671494
732	0.1493910872
733	0.1491116154
734	0.1488388762
735	0.1486391027
736	0.1485169422
737	0.148309499
738	0.1480915158
739	0.1479295577
740	0.1477732188
741	0.1475064062
742	0.1473033198
743	0.1471316358
744	0.1468586962
745	0.1466972171
746	0.1465253972
747	0.1463105354
748	0.1461405175
749	0.1459602017
750	0.1457774515
751	0.1456044835
752	0.1454175685
753	0.1451680751
754	0.1448914928
755	0.1446455536
756	0.1444516156
757	0.1442011901
758	0.1440060007
759	0.1437898231
760	0.1435464613
761	0.1433136227
762	0.1431503192
763	0.1429582365
764	0.1427428853
765	0.1425089509
766	0.1423200344
767	0.1421520997
768	0.1419016266
769	0.1417794337
770	0.1416097874
771	0.1415012682
772	0.1412969798
773	0.1410984157
774	0.1409238553
775	0.1407224652
776	0.140548953
777	0.1403767008
778	0.1400921472
779	0.1398986326
780	0.1397555838
781	0.1394992446
782	0.1393322679
783	0.1390798935
784	0.1389122231
785	0.1386893139
786	0.1384603953
787	0.1382391855
788	0.1380480702
789	0.137883271
790	0.1376426267
791	0.1373693114
792	0.1371508278
793	0.1369979708
794	0.1368026094
795	0.1365932419
796	0.1363819045
797	0.1361787456
798	0.1360037779
799	0.1357928317
800	0.1356603432
801	0.1354638534
802	0.1352693884
803	0.1350439556
804	0.1348541835
805	0.1347006853
806	0.1345526129
807	0.1343655918
808	0.1342048536
809	0.1340354648
810	0.1338984085
811	0.1336777756
812	0.1334947289
813	0.1333014017
814	0.1331253188
815	0.132924666
816	0.1327141167
817	0.1325223646
818	0.1323684626
819	0.1322604312
820	0.1321226703
821	0.1319534791
822	0.1317621125
823	0.1315576885
824	0.1314013315
825	0.1312401652
826	0.1310410926
827	0.1308908023
828	0.1306806287
829	0.1304684416
830	0.1303018592
831	0.1301274461
832	0.1299910563
833	0.1298318718
834	0.1297065871
835	0.1294951007
836	0.1293292511
837	0.1291393694
838	0.129029542
839	0.1288321497
840	0.1286561321
841	0.1284279956
842	0.1282649382
843	0.1281324733
844	0.1279679768
845	0.1277425322
846	0.1275357811
847	0.1273641279
848	0.1271430612
849	0.1269962498
850	0.1268258778
851	0.1266478728
852	0.1265396741
853	0.1263584339
854	0.1261723189
855	0.1260329325
856	0.1258716905
857	0.1257184908
858	0.125579872
859	0.1254544981
860	0.1252380929
861	0.1250862874
862	0.1248978837
863	0.1247287835
864	0.1245378369
865	0.1243537973
866	0.124195903
867	0.1240004535
868	0.1238282688
869	0.123669024
870	0.1235206752
871	0.123362613
872	0.1231871448
873	0.1230148489
874	0.1228469129
875	0.1226916956
876	0.1225178311
877	0.1223067115
878	0.1221954582
879	0.1220272093
880	0.1218591358
881	0.1216738527
882	0.1215247707
883	0.1213707297
884	0.1212338582
885	0.1210136118
886	0.120901991
887	0.1207702651
888	0.12061988
889	0.1204453032
890	0.1202509905
891	0.1201154453
892	0.1199362171
893	0.1198202619
894	0.1196781397
895	0.1195397962
896	0.1193948409
897	0.1191880111
898	0.1190508372
899	0.1189148975
900	0.118715933
901	0.1185655938
902	0.1183890163
903	0.1182633543
904	0.1180983999
905	0.1179812663
906	0.117825933
907	0.117681236
908	0.1174906251
909	0.1173276621
910	0.1171539156
911	0.1170302478
912	0.1168496949
913	0.1166576934
914	0.1165118933
915	0.1163662565
916	0.1162083495
917	0.1160446037
918	0.1159191774
919	0.115784459
920	0.1156158305
921	0.1154593031
922	0.1152882444
923	0.1151789832
924	0.1150463512
925	0.1148962821
926	0.1146816831
927	0.1145348749
928	0.1143641034
929	0.1142212818
930	0.1140730317
931	0.1139455497
932	0.1138025054
933	0.113716233
934	0.1135614847
935	0.1133448086
936	0.1131555987
937	0.1129799461
938	0.1127962938
939	0.1126771752
940	0.1125192722
941	0.1124033147
942	0.1122697799
943	0.1121585036
944	0.1120168941
945	0.1119046751
946	0.1117876146
947	0.111634377
948	0.1115070844
949	0.1113276732
950	0.1111422676
951	0.1110219962
952	0.1109045296
953	0.1107455538
954	0.1105337006
955	0.110404836
956	0.110264594
957	0.1101383083
958	0.1100249286
959	0.1098787807
960	0.1097931032
961	0.1096522489
962	0.1095075648
963	0.1093581776
964	0.1092169914
965	0.1091169444
966	0.1089926726
967	0.108848654
968	0.1087184731
969	0.1085494682
970	0.108458566
971	0.1083314596
972	0.1082299352
973	0.108122408
974	0.1079704462
975	0.1078428106
976	0.107716827
977	0.107577804
978	0.1074922432
979	0.1072829455
980	0.107117488
981	0.1069937587
982	0.1067892824
983	0.1066382362
984	0.1064960801
985	0.1063753111
986	0.106227441
987	0.1060862283
988	0.1059561382
989	0.1058370262
990	0.105706376
991	0.1055607003
992	0.1053969837
993	0.1052367644
994	0.1051149961
995	0.104998242
996	0.104872571
997	0.1047654227
998	0.1046387366
999	0.1045475237
